TestMethod,MethodCallerType,MethodName,
testEquals_MacAlgo_Failure,byte[],clone,
testEquals_MacAlgo_Failure,byte[],clone,
testEquals_MacAlgo_Failure,byte[],clone,
testEquals_MacAlgo_Failure,android.content.pm.ContainerEncryptionParams,equals,
testHashCode_MacTag_Failure,byte[],clone,
testHashCode_MacTag_Failure,byte[],clone,
testHashCode_MacTag_Failure,byte[],clone,
testHashCode_MacTag_Failure,java.lang.String,getBytes,
testHashCode_MacTag_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_MacTag_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_DataEnd_Failure,byte[],clone,
testHashCode_DataEnd_Failure,byte[],clone,
testHashCode_DataEnd_Failure,byte[],clone,
testHashCode_DataEnd_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_DataEnd_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_EncAlgo_Failure,byte[],clone,
testHashCode_EncAlgo_Failure,byte[],clone,
testHashCode_EncAlgo_Failure,byte[],clone,
testHashCode_EncAlgo_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_EncAlgo_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testEquals_EncKey_Failure,byte[],clone,
testEquals_EncKey_Failure,java.lang.String,getBytes,
testEquals_EncKey_Failure,byte[],clone,
testEquals_EncKey_Failure,android.content.pm.ContainerEncryptionParams,equals,
testEquals_DataEnd_Failure,byte[],clone,
testEquals_DataEnd_Failure,byte[],clone,
testEquals_DataEnd_Failure,byte[],clone,
testEquals_DataEnd_Failure,android.content.pm.ContainerEncryptionParams,equals,
testHashCode_MacAlgo_Failure,byte[],clone,
testHashCode_MacAlgo_Failure,byte[],clone,
testHashCode_MacAlgo_Failure,byte[],clone,
testHashCode_MacAlgo_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_MacAlgo_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testEquals_MacKey_Failure,byte[],clone,
testEquals_MacKey_Failure,byte[],clone,
testEquals_MacKey_Failure,java.lang.String,getBytes,
testEquals_MacKey_Failure,android.content.pm.ContainerEncryptionParams,equals,
testEquals_EncryptedStart_Failure,byte[],clone,
testEquals_EncryptedStart_Failure,byte[],clone,
testEquals_EncryptedStart_Failure,byte[],clone,
testEquals_EncryptedStart_Failure,android.content.pm.ContainerEncryptionParams,equals,
testHashCode_Success,byte[],clone,
testHashCode_Success,byte[],clone,
testHashCode_Success,byte[],clone,
testHashCode_Success,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_Success,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_EncKey_Failure,byte[],clone,
testHashCode_EncKey_Failure,java.lang.String,getBytes,
testHashCode_EncKey_Failure,byte[],clone,
testHashCode_EncKey_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testHashCode_EncKey_Failure,android.content.pm.ContainerEncryptionParams,hashCode,
testEquals_AuthenticatedStart_Failure,byte[],clone,
testEquals_AuthenticatedStart_Failure,byte[],clone,
testEquals_AuthenticatedStart_Failure,byte[],clone,
testEquals_AuthenticatedStart_Failure,android.content.pm.ContainerEncryptionParams,equals,
testEquals_EncAlgo_Failure,byte[],clone,
testEquals_EncAlgo_Failure,byte[],clone,
testEquals_EncAlgo_Failure,byte[],clone,
testEquals_EncAlgo_Failure,android.content.pm.ContainerEncryptionParams,equals,
shouldCreateClient,com.donnfelker.android.bootstrap.core.BootstrapService,getUsers,
shouldCreateClient,com.donnfelker.android.bootstrap.core.BootstrapService,getUsers,
shouldCreateClient,com.donnfelker.android.bootstrap.core.User,getUsername,
shouldCreateClient,com.donnfelker.android.bootstrap.core.User,getUsername,
shouldCreateClient,java.util.List<com.donnfelker.android.bootstrap.core.User>,get,
shouldCreateClient,java.util.List<com.donnfelker.android.bootstrap.core.User>,get,
testLogout_resetsAuthenticationKey,android.preference.PreferenceManager,getDefaultSharedPreferences,
testLogout_resetsAuthenticationKey,android.preference.PreferenceManager,getDefaultSharedPreferences,
testLogout_resetsAuthenticationKey,ActivityInstrumentationTestCase2,getTargetContext,
testLogout_resetsAuthenticationKey,ActivityInstrumentationTestCase2,getTargetContext,
testLogout_resetsAuthenticationKey,SharedPreferences,getString,
testLogout_resetsAuthenticationKey,SharedPreferences,getString,
testExhaustResponse,com.owncloud.android.lib.common.network.NetworkUtils,getMultiThreadedConnManager,
testExhaustResponse,android.util.Log,e,
testExhaustResponse,PropFindMethod,releaseConnection,
testExhaustResponse,com.owncloud.android.lib.common.network.NetworkUtils,getMultiThreadedConnManager,
testExhaustResponse,OwnCloudClient,getWebdavUri,
testExhaustResponse,android.util.Log,e,
testExhaustResponse,OwnCloudClient,executeMethod,
testExhaustResponse,PropFindMethod,releaseConnection,
testExhaustResponse,PropFindMethod,getResponseBodyAsStream,
testExhaustResponse,OwnCloudClient,getWebdavUri,
testExhaustResponse,android.util.Log,e,
testExhaustResponse,OwnCloudClient,executeMethod,
testExhaustResponse,OwnCloudClient,exhaustResponse,
testExhaustResponse,PropFindMethod,getResponseBodyAsStream,
testExhaustResponse,InputStream,read,
testExhaustResponse,android.util.Log,e,
testExhaustResponse,OwnCloudClient,exhaustResponse,
testExhaustResponse,OwnCloudClient,exhaustResponse,
testExecuteMethod,com.owncloud.android.lib.common.network.NetworkUtils,getMultiThreadedConnManager,
testExhaustResponse,InputStream,read,
testExecuteMethod,OwnCloudClient,getWebdavUri,
testExhaustResponse,OwnCloudClient,exhaustResponse,
testExecuteMethod,android.util.Log,e,
testExecuteMethod,com.owncloud.android.lib.common.network.NetworkUtils,getMultiThreadedConnManager,
testExecuteMethod,HeadMethod,releaseConnection,
testExecuteMethod,OwnCloudClient,getWebdavUri,
testExecuteMethod,OwnCloudClient,executeMethod,
testExecuteMethod,android.util.Log,e,
testExecuteMethod,HeadMethod,releaseConnection,
testExecuteMethod,OwnCloudClient,executeMethod,
testBadUsernameToken,java.lang.Class<org.apache.cxf.systest.sts.usernametoken.UsernameTokenTest>,getResource,
testBadUsernameToken,org.apache.cxf.bus.spring.SpringBusFactory,createBus,
testBadUsernameToken,java.net.URL,toString,
testBadUsernameToken,java.lang.Class<org.apache.cxf.systest.sts.usernametoken.UsernameTokenTest>,getResource,
testBadUsernameToken,org.apache.cxf.bus.spring.SpringBusFactory,createBus,
testBadUsernameToken,java.net.URL,toString,
testBadUsernameToken,org.apache.cxf.bus.spring.SpringBusFactory,setDefaultBus,
testBadUsernameToken,org.apache.cxf.bus.spring.SpringBusFactory,setDefaultBus,
testBadUsernameToken,org.apache.cxf.bus.spring.SpringBusFactory,setThreadDefaultBus,
testBadUsernameToken,java.lang.Class<org.apache.cxf.systest.sts.usernametoken.UsernameTokenTest>,getResource,
testBadUsernameToken,org.apache.cxf.bus.spring.SpringBusFactory,setThreadDefaultBus,
testBadUsernameToken,java.lang.Class<org.apache.cxf.systest.sts.usernametoken.UsernameTokenTest>,getResource,
testBadUsernameToken,javax.xml.ws.Service,create,
testBadUsernameToken,javax.xml.ws.Service,getPort,
testBadUsernameToken,org.apache.cxf.systest.sts.common.TestParam,getPort,
testBadUsernameToken,org.apache.cxf.systest.sts.common.TestParam,isStreaming,
testBadUsernameToken,javax.xml.ws.Service,create,
testBadUsernameToken,javax.xml.ws.Service,getPort,
testBadUsernameToken,org.apache.cxf.systest.sts.common.TestParam,getPort,
testBadUsernameToken,org.apache.cxf.systest.sts.common.TestParam,isStreaming,
testBadUsernameToken,org.apache.cxf.systest.sts.common.SecurityTestUtil,enableStreaming,
testBadUsernameToken,javax.xml.ws.soap.SOAPFaultException,getMessage,
testBadUsernameToken,java.lang.String,contains,
testBadUsernameToken,java.lang.String,contains,
testBadUsernameToken,java.lang.String,contains,
testBadUsernameToken,java.io.Closeable,close,
testBadUsernameToken,org.apache.cxf.Bus,shutdown,
testBadUsernameToken,org.apache.cxf.systest.sts.common.SecurityTestUtil,enableStreaming,
testBadUsernameToken,javax.xml.ws.soap.SOAPFaultException,getMessage,
testBadUsernameToken,java.lang.String,contains,
testBadUsernameToken,java.lang.String,contains,
testBadUsernameToken,java.lang.String,contains,
testBadUsernameToken,java.io.Closeable,close,
testBadUsernameToken,org.apache.cxf.Bus,shutdown,
testUsernameTokenSAML2Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML2Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,createBus,
testUsernameTokenSAML2Dispatch,java.net.URL,toString,
testUsernameTokenSAML2Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML2Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,createBus,
testUsernameTokenSAML2Dispatch,java.net.URL,toString,
testUsernameTokenSAML2Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setDefaultBus,
testUsernameTokenSAML2Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setDefaultBus,
testUsernameTokenSAML2Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setThreadDefaultBus,
testUsernameTokenSAML2Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML2Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setThreadDefaultBus,
testUsernameTokenSAML2Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML2Dispatch,javax.xml.ws.Service,create,
testUsernameTokenSAML2Dispatch,javax.xml.ws.Service,createDispatch,
testUsernameTokenSAML2Dispatch,org.apache.cxf.systest.sts.common.TestParam,getPort,
testUsernameTokenSAML2Dispatch,org.apache.cxf.systest.sts.common.TestParam,getStsPort,
testUsernameTokenSAML2Dispatch,org.apache.cxf.ws.security.trust.STSClient,setWsdlLocation,
testUsernameTokenSAML2Dispatch,org.apache.cxf.jaxws.DispatchImpl<javax.xml.transform.dom.DOMSource>,getClient,
testUsernameTokenSAML2Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML2Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML2Dispatch,org.apache.cxf.systest.sts.common.TestParam,isStreaming,
testUsernameTokenSAML2Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML2Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML2Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML2Dispatch,org.apache.cxf.endpoint.Client,getResponseContext,
testUsernameTokenSAML2Dispatch,javax.xml.ws.Dispatch<javax.xml.transform.dom.DOMSource>,invoke,
testUsernameTokenSAML2Dispatch,org.apache.cxf.Bus,shutdown,
testUsernameTokenSAML1Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML1Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,createBus,
testUsernameTokenSAML1Dispatch,java.net.URL,toString,
testUsernameTokenSAML2Dispatch,javax.xml.ws.Service,create,
testUsernameTokenSAML2Dispatch,javax.xml.ws.Service,createDispatch,
testUsernameTokenSAML2Dispatch,org.apache.cxf.systest.sts.common.TestParam,getPort,
testUsernameTokenSAML2Dispatch,org.apache.cxf.systest.sts.common.TestParam,getStsPort,
testUsernameTokenSAML2Dispatch,org.apache.cxf.ws.security.trust.STSClient,setWsdlLocation,
testUsernameTokenSAML2Dispatch,org.apache.cxf.jaxws.DispatchImpl<javax.xml.transform.dom.DOMSource>,getClient,
testUsernameTokenSAML2Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML2Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML2Dispatch,org.apache.cxf.systest.sts.common.TestParam,isStreaming,
testUsernameTokenSAML2Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML2Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML2Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML2Dispatch,org.apache.cxf.endpoint.Client,getResponseContext,
testUsernameTokenSAML2Dispatch,javax.xml.ws.Dispatch<javax.xml.transform.dom.DOMSource>,invoke,
testUsernameTokenSAML2Dispatch,org.apache.cxf.Bus,shutdown,
testUsernameTokenSAML1Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML1Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,createBus,
testUsernameTokenSAML1Dispatch,java.net.URL,toString,
testUsernameTokenSAML1Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setDefaultBus,
testUsernameTokenSAML1Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setDefaultBus,
testUsernameTokenSAML1Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setThreadDefaultBus,
testUsernameTokenSAML1Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML1Dispatch,org.apache.cxf.bus.spring.SpringBusFactory,setThreadDefaultBus,
testUsernameTokenSAML1Dispatch,java.lang.Class<org.apache.cxf.systest.sts.symmetric.SymmetricBindingTest>,getResource,
testUsernameTokenSAML1Dispatch,javax.xml.ws.Service,create,
testUsernameTokenSAML1Dispatch,javax.xml.ws.Service,createDispatch,
testUsernameTokenSAML1Dispatch,org.apache.cxf.systest.sts.common.TestParam,getPort,
testUsernameTokenSAML1Dispatch,org.apache.cxf.systest.sts.common.TestParam,getStsPort,
testUsernameTokenSAML1Dispatch,org.apache.cxf.ws.security.trust.STSClient,setWsdlLocation,
testUsernameTokenSAML1Dispatch,org.apache.cxf.jaxws.DispatchImpl<javax.xml.transform.dom.DOMSource>,getClient,
testUsernameTokenSAML1Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML1Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML1Dispatch,org.apache.cxf.systest.sts.common.TestParam,isStreaming,
testUsernameTokenSAML1Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML1Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML1Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML1Dispatch,org.apache.cxf.endpoint.Client,getResponseContext,
testUsernameTokenSAML1Dispatch,javax.xml.ws.Dispatch<javax.xml.transform.dom.DOMSource>,invoke,
testUsernameTokenSAML1Dispatch,org.apache.cxf.Bus,shutdown,
testUsernameTokenSAML1Dispatch,javax.xml.ws.Service,create,
testUsernameTokenSAML1Dispatch,javax.xml.ws.Service,createDispatch,
testUsernameTokenSAML1Dispatch,org.apache.cxf.systest.sts.common.TestParam,getPort,
testUsernameTokenSAML1Dispatch,org.apache.cxf.systest.sts.common.TestParam,getStsPort,
testUsernameTokenSAML1Dispatch,org.apache.cxf.ws.security.trust.STSClient,setWsdlLocation,
testUsernameTokenSAML1Dispatch,org.apache.cxf.jaxws.DispatchImpl<javax.xml.transform.dom.DOMSource>,getClient,
testUsernameTokenSAML1Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML1Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML1Dispatch,org.apache.cxf.systest.sts.common.TestParam,isStreaming,
testUsernameTokenSAML1Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML1Dispatch,org.apache.cxf.endpoint.Client,getRequestContext,
testUsernameTokenSAML1Dispatch,java.util.Map<java.lang.String, java.lang.Object>,put
testUsernameTokenSAML1Dispatch,org.apache.cxf.endpoint.Client,getResponseContext,
testUsernameTokenSAML1Dispatch,javax.xml.ws.Dispatch<javax.xml.transform.dom.DOMSource>,invoke,
testUsernameTokenSAML1Dispatch,org.apache.cxf.Bus,shutdown,
testBindingClientCertAlternativePolicy,System,setProperty,
testBindingClientCertAlternativePolicy,ClassPathXmlApplicationContext,getBean,
testBindingClientCertAlternativePolicy,org.apache.cxf.systest.ws.policy.javafirst.BindingSimpleService,doStuff,
testBindingClientCertAlternativePolicy,org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor,setProperties,
testBindingClientCertAlternativePolicy,org.apache.cxf.systest.ws.policy.javafirst.BindingSimpleService,doStuff,
testBindingClientCertAlternativePolicy,org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor,setProperties,
testBindingClientCertAlternativePolicy,org.apache.cxf.systest.ws.policy.javafirst.BindingSimpleService,doStuff,
testBindingClientCertAlternativePolicy,ClassPathXmlApplicationContext,close,
testOperationClientCertAlternativePolicy,System,setProperty,
